# ----------------------------------------
# Transações: ID da Transação
# Conta: GRUPO GUANABARA | Sites
# Propriedade: Guanabara – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20250101
# Data de término: 20260524
ID da Transação,Origem / mídia da sessão,Compras de e-commerce,Receita de compra,Sessões
1EDP1N,pushnews / pushnotification,1,3027.999998,1
1BH22D,(direct) / (none),1,3023.4,1
1GKVN0,google / cpc,1,3020.589998,1
1C4K4K,google / cpc,1,3019.820002,1
1B6VMK,(direct) / (none),1,3019.439999,1
1B6WR4,(direct) / (none),1,3019.439999,1
1CAH72,google / organic,1,3019.059998,1
198118,google / cpc,1,3018.910002,1
19VMCU,(not set),1,3016.980001,1
19VMDX,(not set),1,3016.980001,1
1F2TRX,whatsapp / bot,1,3016.529998,1
1FQFCH,(direct) / (none),1,3015.539998,1
1FCRT9,google / cpc,1,3010.06,1
1KKWZ7,google / cpc,1,3009.959998,1
1CUT55,google / cpc,1,3009.720003,1
1GBTSE,(direct) / (none),1,3005.940003,1
1F8SGX,google / cpc,1,3005.16,1
1H40AJ,google / cpc,1,3003.960002,1
1EN677,google / cpc,1,3003.7,1
1J369T,google / cpc,1,3002.999998,1
1GRCYR,google / cpc,1,3001.680002,1
1JH1RP,(direct) / (none),1,3000.210002,1
18UAX8,google / organic,1,3000.059998,1
18BQX2,(direct) / (none),1,3000.000002,1
18BR5M,(direct) / (none),1,3000.000002,1
1ATRSD,(direct) / (none),1,2999.959998,1
1G78H8,(direct) / (none),1,2999.959998,1
1985TU,google / organic,1,2999.640001,1
1FU4DE,google / cpc,1,2999.420002,1
1EJXNM,(direct) / (none),1,2999.000002,1
1F52VR,insider / web_push,1,2997.999998,1
(not set),agoracupom.com.br / referral,9,2995.029992,452
1CHJDT,google / cpc,1,2993.120001,1
1JDEEP,google / organic,1,2991.930002,1
1K863Y,google / cpc,1,2989.96,1
1BECZ5,(direct) / (none),1,2989.279998,1
1BEMUQ,(direct) / (none),1,2989.279998,1
19QZED,google / cpc,1,2988.749998,1
1GCFS2,google / cpc,1,2986.860003,1
1GCN8T,google / organic,1,2986.860003,1
1EQG2K,br.search.yahoo.com / referral,1,2986.500001,1
1HD15B,google / cpc,1,2986.500001,1
1H1BDF,google / cpc,1,2986.360002,1
1J43NR,(direct) / (none),1,2986.250002,1
1D19FG,google / cpc,1,2985.360002,1
1G2DX6,google / cpc,1,2984.830002,1
1AQ93K,google / cpc,1,2983.080001,1
1AQAP0,google / cpc,1,2983.079997,1
1CD9JK,google / organic,1,2982.119999,1
1EQG9Q,(direct) / (none),1,2980.279998,1
1EQGTE,(direct) / (none),1,2980.279998,1
1DAYNA,google / cpc,1,2978.219999,1
1EGW8E,google / cpc,1,2977.959998,1
1BF8A8,google / cpc,1,2976.720002,1
1AXDBP,google / cpc,1,2976.049998,1
1FFZ66,google / cpc,1,2975.92,1
1CKP9E,br.search.yahoo.com / referral,1,2975.880002,1
1EVUMN,(direct) / (none),1,2974.759999,1
1987B4,google / cpc,1,2974.500002,1
19S4BB,(direct) / (none),1,2974.349999,1
1HW4PV,google / cpc,1,2973.84,1
1D7ZPF,google / cpc,1,2973.839999,1
1D7ZVV,google / cpc,1,2973.839999,1
1D7ZX4,(direct) / (none),1,2973.839999,1
1GGCKV,google / cpc,1,2973.050002,1
1GH7M3,google / organic,1,2973.049999,1
1GY85E,(direct) / (none),1,2971.750001,1
1GER60,(direct) / (none),1,2971.140002,1
1GERKN,(direct) / (none),1,2971.140002,1
1BT14Z,google / cpc,1,2971.109999,1
1HKJ34,google / cpc,1,2971.02,1
1G18MP,(direct) / (none),1,2969.970002,1
1GM9P3,google / cpc,1,2969.899998,1
1F80YQ,(direct) / (none),1,2969.82,1
18BH8S,google / cpc,1,2967.839999,1
1DZVSE,google / organic,1,2967.540002,1
1G105Y,google / cpc,1,2966.509998,1
1GK1N0,google / cpc,1,2965.7,1
1AQCH3,google / organic,1,2964.839998,1
1AQDFV,google / organic,1,2964.839998,1
1B7FXB,(direct) / (none),1,2962.800002,1
1G2UH1,google / cpc,1,2961.740002,1
196289,google / cpc,1,2958.420002,1
1F6HDT,google / cpc,1,2958.400001,1
1GES3W,google / cpc,1,2958.32,1
1GG8KH,(direct) / (none),1,2958.32,1
1G9EEN,(direct) / (none),1,2957.879998,1
1FH2YH,google / organic,1,2957.82,1
1F8JY5,google / organic,1,2956.440002,1
1AQT58,(direct) / (none),1,2954.919997,1
18HFJA,(direct) / (none),1,2951.94,1
1CFPP7,pushnews / pushnotification,1,2950.879999,1
1F1M2R,whatsapp / bot,1,2950.249997,1
1D12UV,(direct) / (none),1,2949.900002,1
1G91DN,(direct) / (none),1,2945.880001,1
1ESM85,google / cpc,1,2945.609999,1
1J5ABT,google / cpc,1,2944.279998,1
1FTM62,l.wl.co / referral,1,2941.479998,1
1FW9E8,google / cpc,1,2941.119999,1
19M3KT,google / cpc,1,2940.66,1
(not set),search.app / referral,10,2940.640008,148
1GXZ0Y,whatsapp / bot,1,2940.420001,1
1GWSK7,google / cpc,1,2938.079998,1
193VN3,google / cpc,1,2929.149998,1
1FFHAC,google / cpc,1,2928.640002,1
1G4ZN6,(direct) / (none),1,2926.890003,1
1G504S,(direct) / (none),1,2926.890003,1
1G4XHC,google / cpc,1,2926.89,1
1G4XPB,google / cpc,1,2926.89,1
1G4XRS,google / cpc,1,2926.89,1
1EA8TB,br.search.yahoo.com / referral,1,2926.410001,1
1FKSED,google / cpc,1,2926.219999,1
1BHC1Y,google / cpc,1,2926.16,1
1FJF2B,google / cpc,1,2925.039999,1
1K2X69,(direct) / (none),1,2925.000002,1
1JP05H,google / cpc,1,2922.73,1
1K9YEX,whatsapp / assisted_sell,1,2922.279998,1
1K9Z9F,whatsapp / assisted_sell,1,2922.279998,1
1JBNXY,google / cpc,1,2922.159999,1
(not set),portalvaledocapao.com.br / referral,9,2921.760003,561
1GCFXC,google / cpc,1,2919.76,1
1BB6R0,google / cpc,1,2918.549999,1
1E5RJW,google / cpc,1,2918.150001,1
1G5NC7,google / cpc,1,2917.36,1
1KE4P4,(direct) / (none),1,2915.7,1
1KE6RR,(direct) / (none),1,2915.7,1
1HDZ7A,(direct) / (none),1,2913.060002,1
1EFF8P,(direct) / (none),1,2912.94,1
1FNM6J,google / cpc,1,2912.139997,1
1EKNT0,google / cpc,1,2907.48,1
1DMVNS,(direct) / (none),1,2904.949999,1
1FY0VH,google / cpc,1,2904.519999,1
1F3K1R,google / cpc,1,2904.100001,1
1BJFK3,google / cpc,1,2901.339998,1
1GHZJF,google / cpc,1,2896.92,1
1EDTGF,whatsapp / bot,1,2895.119999,1
1AGBRT,google / cpc,1,2894.28,1
1FZE0K,google / organic,1,2893.750003,1
1FVN7V,google / cpc,1,2893.68,1
1J8DCV,google / organic,1,2886.090001,1
1EHBCG,google / cpc,1,2885.220002,1
1D7899,google / cpc,1,2885.060002,1
1BQ1RP,whatsapp / bot,1,2883.760003,1
1DAYQC,(direct) / (none),1,2882.940002,1
1HHRAC,google / cpc,1,2882.280001,1
1ACQGX,(direct) / (none),1,2879.940001,1
19BJMU,google / organic,1,2878.879997,1
1FHA9F,google / cpc,1,2875.959998,1
1J0ZW4,google / cpc,1,2875.599998,1
1BGD32,google / cpc,1,2875.5,1
1FRKR3,(direct) / (none),1,2871.959998,1
19E8DG,google / cpc,1,2871.179997,1
194FN5,google / cpc,1,2870.920002,1
1G6SB8,(direct) / (none),1,2867.959998,1
1A2JX5,google / organic,1,2867.749998,1
1B9PEM,(direct) / (none),1,2867.460002,1
1BG5J8,google / cpc,1,2862.719999,1
1DBJPV,google / cpc,1,2862.719998,1
1HS3XF,google / organic,1,2862.400001,1
1BW4WS,google / cpc,1,2861.400003,1
1FVCJ8,(direct) / (none),1,2860.92,1
18RF1B,google / organic,1,2860.769998,1
1BF2EN,google / cpc,1,2860.42,1
1924DT,google / cpc,1,2860.280002,1
1B6RV1,google / cpc,1,2859.980002,1
1GK6HY,google / cpc,1,2859.980001,1
1EHSZ5,google / cpc,1,2859.239998,1
1GFWJ2,google / cpc,1,2858.019999,1
1BGHV0,google / organic,1,2856.439998,1
1FYGAX,google / cpc,1,2855.2,1
1F6679,google / cpc,1,2855.199998,1
1B6CN9,google / organic,1,2854.619999,1
1JFT9S,google / organic,1,2853.18,1
1FB57D,(direct) / (none),1,2849.970001,1
1EN98K,google / cpc,1,2849.000002,1
1GBHRM,google / cpc,1,2848.739998,1
1FWSYG,(direct) / (none),1,2847.680001,1
1ET5F4,insider / architect_email,1,2845.839999,1
1H61DH,google / cpc,1,2844.160003,1
19HHCM,google / cpc,1,2843.940001,1
1A18PY,google / cpc,1,2840.670001,1
1A19C0,google / cpc,1,2840.670001,1
1F7K8F,google / cpc,1,2837.860001,1
1KKEK3,google / cpc,1,2837.8,1
1FCJ5F,google / cpc,1,2834.97,1
1E3RSR,google / cpc,1,2834.790002,1
1HZPRH,google / cpc,1,2833.939999,1
1EJ9HR,google / cpc,1,2832.280002,1
1GBXH9,google / cpc,1,2831.939999,1
1DFY66,google / organic,1,2829.92,1
1DFYT1,google / organic,1,2829.92,1
1DFZE6,google / organic,1,2829.92,1
1DFZU8,google / organic,1,2829.92,1
1GGH5S,(direct) / (none),1,2829.000001,1
18BHHN,google / cpc,1,2828.259998,1
1FPHV7,(direct) / (none),1,2824.160001,1
1FPJSA,whatsapp / bot,1,2824.160001,1
1FPPMT,google / cpc,1,2824.160001,1
1GBFTQ,google / cpc,1,2823.32,1
1GC0MJ,(direct) / (none),1,2823.319998,1
1J0WFY,google / cpc,1,2822.56,1
1B1HPR,whatsapp / bot,1,2820.33,1
1FVNFW,google / cpc,1,2820.139999,1
1B8VBJ,(direct) / (none),1,2820,1
1CTRXT,(direct) / (none),1,2819.999999,1
1CTS32,(direct) / (none),1,2819.999999,1
1J2T14,google / cpc,1,2819.95,1
1C4E77,google / cpc,1,2818.320003,1
1EJ7U9,google / cpc,1,2817.499997,1
1C7X6B,(direct) / (none),1,2816.920003,1
1BS6PG,google / cpc,1,2815.140002,1
1DNSFE,insider / architect_email,1,2815.000002,1
1BT4BC,google / cpc,1,2814.579999,1
1HVM53,bing / organic,1,2814.399999,1
1EQ0PA,google / cpc,1,2813.610001,1
1EDPFX,(direct) / (none),1,2812.800002,1
1FK63G,google / organic,1,2812.320003,1
1GD7VT,google / cpc,1,2810.979998,1
1B4Y4S,google / cpc,1,2810.400001,1
1H3GBA,google / cpc,1,2808.000002,1
1D6AV9,google / cpc,1,2804.459999,1
1BDF2S,google / cpc,1,2803.959998,1
19DFPJ,(direct) / (none),1,2803.919999,1
19DGKW,(direct) / (none),1,2803.919999,1
1BJ8MY,google / cpc,1,2803.459999,1
1BSM2Y,google / cpc,1,2800.96,1
1FH897,google / cpc,1,2800.68,1
19A764,statics.teams.cdn.office.net / referral,1,2796.609999,1
1ET25Q,google / cpc,1,2796.440002,1
1GKHU5,google / cpc,1,2795.969997,1
1E2RVX,facebook / cpc,1,2795.519998,1
1JAKH0,(direct) / (none),1,2794.629999,1
1CTDFX,google / cpc,1,2793.879999,1
1CD43B,google / cpc,1,2792.080001,1
1AFA7Q,google / cpc,1,2792.079999,1
1AFAZU,google / cpc,1,2792.079999,1
19A0ZQ,(direct) / (none),1,2789.799998,1
1EUPHA,google / cpc,1,2789.590002,1
1H1JAY,google / cpc,1,2789.039999,1
18N5ZW,google / cpc,1,2787.819997,1
1AXMWB,google / cpc,1,2787.629999,1
1C4H7V,google / organic,1,2787.119999,1
19XWN2,google / cpc,1,2786.720002,1
19Z0HA,google / cpc,1,2786.72,1
1HDNKR,google / cpc,1,2786.12,1
1G76WC,(direct) / (none),1,2784.879998,1
1G77GH,(direct) / (none),1,2784.879998,1
1G78PD,(direct) / (none),1,2784.879998,1
1EEVEN,google / cpc,1,2783.84,1
1EQQBS,google / cpc,1,2783.760002,1
1CR47F,(direct) / (none),1,2783.699999,1
1F8A9J,google / cpc,1,2781.279998,1
1F8B5W,(direct) / (none),1,2781.279998,1
1CNT65,(direct) / (none),1,2779.999999,1
1GQPC9,(direct) / (none),1,2779.96,1
1GR0MR,(direct) / (none),1,2779.96,1
1GRAP1,(direct) / (none),1,2779.96,1
1FAU6M,whatsapp / bot,1,2778.679999,1
1ER3CH,google / organic,1,2778.549998,1
1H6ZXC,google / cpc,1,2778,1
1GKJKQ,(direct) / (none),1,2777.939998,1
1BU0QU,(direct) / (none),1,2775.299999,1
1BTXT1,(direct) / (none),1,2774.950002,1
1BTYJK,(direct) / (none),1,2774.950002,1
1FWHFP,google / organic,1,2773.14,1
1AAQC0,google / cpc,1,2772.640003,1
1AGG9J,(direct) / (none),1,2772.600001,1
1HS5S7,google / cpc,1,2772,1
1C188T,(direct) / (none),1,2771.930002,1
1C18GT,(direct) / (none),1,2771.930002,1
1C18QF,(direct) / (none),1,2771.930002,1
1F4QPF,google / cpc,1,2770.4,1
1BQUYP,google / cpc,1,2768.940001,1
1AUAF6,(direct) / (none),1,2768.599998,1
1FBMJM,google / cpc,1,2768.339999,1
1BJNQ6,google / cpc,1,2768.180001,1
1DVNQB,google / cpc,1,2767.569998,1
1GTCAD,google / cpc,1,2765.839999,1
1F5W04,google / cpc,1,2765.460001,1
1JARNV,google / cpc,1,2764.71,1
1D3DG5,google / cpc,1,2764.400001,1
1ER4Z9,(direct) / (none),1,2764.229998,1
1ER649,(direct) / (none),1,2764.229998,1
1ER6R8,(direct) / (none),1,2764.229998,1
1D6KV0,google / organic,1,2763.479998,1
1E33K4,app.tallos.com.br / referral,1,2762.800001,1
1F749Q,(direct) / (none),1,2762.390001,1
1KN3NR,google / cpc,2,2762.379996,1
1G9KCD,(direct) / (none),1,2761.960002,1
1GDF1C,whatsapp / bot,2,2761.599996,2
1AZDRG,google / cpc,1,2761.079999,1
1HCGWG,google / cpc,1,2760.379999,1
1HCH1F,google / cpc,1,2760.379999,1
1EJNNU,(direct) / (none),1,2759.000002,1
1H4NPC,whatsapp / bot,1,2758.949999,1
1D9XW7,(direct) / (none),1,2757.52,1
1JJZ04,google / cpc,1,2756.420002,1
1HWNCN,google / cpc,1,2756.200002,1
1BWFU3,(direct) / (none),1,2754.95,1
19S5W2,google / cpc,1,2752.439999,1
1F8VCA,google / cpc,1,2750.039998,1
1DRQA0,google / cpc,1,2749.700003,1
1EBB0T,google / cpc,1,2748.24,1
1KCUK1,(direct) / (none),1,2748.150001,1
1AZQ6S,google / cpc,1,2747.289999,1
19GA5Q,google / cpc,1,2747.159999,1
1EKRH0,google / organic,1,2747.020002,1
1DVSKG,google / cpc,1,2747.000002,1
18J2C2,google / cpc,1,2746.519997,1
1EBXGP,google / cpc,1,2745.180001,1
1EA32H,google / organic,1,2743.680001,1
1ACK0R,google / cpc,1,2742.230003,1
19F3M3,(direct) / (none),1,2741.940002,1
18XUK0,google / organic,1,2740.86,1
18XUW9,google / organic,1,2740.86,1
1EDRJV,google / cpc,1,2739.540002,1
1GFV44,google / cpc,1,2738.52,1
1A61N8,google / cpc,1,2737.199999,1
1FGKB3,google / organic,1,2735.449998,1
190GM1,whatsapp / bot,1,2734.239999,1
1EHUQH,(direct) / (none),1,2733.999998,1
1BGXAY,google / cpc,1,2733.689998,1
1G3YZR,google / cpc,1,2731.560003,1
19UBJH,google / cpc,1,2728.280001,1
18Q3AW,google / cpc,1,2728.049998,1
1J23KV,(direct) / (none),1,2727.919999,1
1DX8W3,google / cpc,1,2727.159998,1
1EKNUP,google / cpc,1,2726.58,1
1EBT5T,google / organic,1,2725.900001,1
1G51XG,google / organic,1,2725.77,1
1G6FU5,(direct) / (none),1,2725.77,1
1AJFAP,google / cpc,1,2725.420001,1
19KRDD,google / cpc,1,2725.400002,1
1E6FR2,google / cpc,1,2724.839998,1
1BHWXP,google / cpc,1,2724.54,1
1D3PZZ,google / cpc,1,2724.289999,1
1BSCMS,google / cpc,1,2724.140001,1
1ED4CT,google / cpc,1,2723.999999,1
1EN6H8,google / organic,1,2723.5,1
1H5YFQ,(direct) / (none),1,2720.000003,1
1C75MU,google / cpc,1,2719.200001,1
196BE5,google / cpc,1,2718.159999,1
1JMJWV,google / cpc,1,2718.099999,1
1ARMCA,whatsapp / bot,1,2717.459999,1
1BS3NP,google / cpc,1,2717.01,1
1KCBF7,google / cpc,1,2716.84,1
1F8HJ6,google / cpc,1,2716.079998,1
1CUT9Y,whatsapp / bot,1,2716.040001,1
1FY1A3,google / cpc,1,2715.780001,1
1HQNWH,google / cpc,1,2715.699999,1
1G0917,google / cpc,1,2714.999999,1
18JX3M,google / cpc,1,2714.28,1
1ARKQZ,google / cpc,1,2714.099999,1
1KE2VN,(direct) / (none),1,2712.449998,1
1B4JVG,(direct) / (none),1,2711.969998,1
1FHWRW,(direct) / (none),1,2710.579998,1
1GTPZM,viajeguanabara.zohodesk.com / referral,1,2709.049998,1
1GNQ8V,google / cpc,1,2708.9,1
1DKMZ6,(direct) / (none),1,2708.799999,1
1B6Y5R,pushnews / pushnotification,1,2708.650002,1
1GJFPG,google / cpc,1,2708.599998,1
1CDB4W,google / cpc,1,2708.25,1
1G5ZVM,google / cpc,1,2707.92,1
1G6HXT,google / cpc,1,2707.919998,1
1BQ2SY,google / organic,1,2705.940001,1
1CYFX6,google / cpc,1,2704.449998,1
1FA2XS,whatsapp / bot,1,2704.139998,1
1AGPSX,google / cpc,1,2703.759999,1
1D2KDW,google / cpc,1,2702.84,1
1DU0T3,(direct) / (none),1,2701.919998,1
1BCG8V,(direct) / (none),1,2701.280002,1
1ETAUY,(direct) / (none),1,2699.999998,1
1FW47B,whatsapp / bot,1,2699.120001,1
19NAGY,google / cpc,1,2698.740002,1
1GBDXW,google / cpc,1,2698.019999,1
1HWNNK,bing / organic,1,2697.92,1
1F2BE4,google / cpc,1,2697.699999,1
1CC1EH,(direct) / (none),1,2697.240002,1
1AQ1CD,google / cpc,1,2695.300003,1
1GJDZF,google / cpc,1,2694.810002,1
1FZUMW,google / cpc,1,2692.020001,1
1EBRTR,whatsapp / bot,1,2689.630002,1
1F7FFP,google / cpc,1,2689.320001,1
1BM2U6,(direct) / (none),1,2686.589998,1
1CDVXR,google / cpc,1,2686.290002,1
19813E,(direct) / (none),1,2685.629997,1
1G7EZ0,google / organic,1,2681.550002,1
1GJFK3,whatsapp / bot,1,2681.099998,1
1E73KA,google / cpc,1,2680.440003,1
1FHMSC,google / cpc,1,2679.960002,1
1EFCFR,google / cpc,1,2679.870002,1
1GXCER,google / organic,1,2678.520001,1
1EPWHY,(direct) / (none),1,2678,1
1H2F5S,(direct) / (none),1,2677.399999,1
1J0RWS,(direct) / (none),1,2677.399998,1
1HJXNE,google / cpc,1,2675.939999,1
1F2GWK,google / cpc,1,2674.320001,1
1F2NN7,google / cpc,1,2673.720002,1
1ARYWY,google / cpc,1,2673.600003,1
1J7GT5,google / cpc,1,2673.059998,1
1B6M17,google / cpc,1,2672.920001,1
1E7SCJ,google / organic,1,2670.84,1
1E6G2D,google / organic,1,2670.839998,1
1F6M2E,google / cpc,1,2670.740002,1
1C8XAB,google / organic,1,2670.120001,1
1DDBD0,google / cpc,1,2669.900002,1
1DDDSA,google / cpc,1,2669.9,1
1DDDYY,google / cpc,1,2669.9,1
1DE7FJ,whatsapp / bot,1,2669.899998,1
1DE7X6,whatsapp / bot,1,2669.899998,1
18YF5C,google / cpc,1,2669.2,1
1BEQD8,google / cpc,1,2667.959999,1
1EY5B4,(direct) / (none),1,2666.309998,1
1AQWA8,google / cpc,1,2665.720002,1
1A6V3H,bing / organic,1,2665.679999,1
18U83J,google / cpc,1,2665.479999,1
18ZFPA,whatsapp / bot,1,2664.660001,1
1BSHQ6,(direct) / (none),1,2662.959998,1
18ZDFY,google / cpc,1,2659.380002,1
19NT12,google / cpc,1,2657.63,1
1BBJJX,(direct) / (none),1,2656.299998,1
19XP2K,(direct) / (none),1,2654.799999,1
1JJMX1,google / organic,1,2654.680002,1
1J3SD6,google / cpc,1,2654.399998,1
1FDZ8R,pushnews / pushnotification,1,2651.680002,1
1AP4EU,google / cpc,1,2650.119999,1
1ED438,(direct) / (none),1,2649.960001,1
1EN5VM,google / organic,1,2648.699998,1
1ETTRP,(direct) / (none),1,2645.800002,1
196PEP,(not set),1,2645.579998,1
196RKB,(not set),1,2645.579998,1
196RW2,(not set),1,2645.579998,1
196SC8,(not set),1,2645.579998,1
196SME,google / organic,1,2645.579998,1
1EAEVK,(direct) / (none),1,2645.280001,1
1G6B99,whatsapp / bot,1,2644.919997,1
1B3FDK,bing / organic,1,2643.389999,1
1FUJR9,insider / architect_email,1,2643.320002,1
1GYSDK,google / cpc,1,2641.69,1
1CS6KP,(direct) / (none),1,2640.999998,1
1JPEKV,google / organic,1,2640.480002,1
1BFB21,google / cpc,1,2640.320001,1
1JSDFG,google / cpc,1,2639.999999,1
1F3737,(direct) / (none),1,2639.920002,1
1AFX23,(direct) / (none),1,2639.839998,1
1E1UXC,(direct) / (none),1,2638.320002,1
19EE98,google / cpc,1,2638.199998,1
1AQ3VB,chatgpt.com / referral,1,2638.000002,1
1AQVFH,chatgpt.com / referral,1,2637.999999,1
1CXH85,google / organic,1,2637.910001,1
1B7857,google / cpc,1,2637.899998,1
1FN23U,(direct) / (none),1,2636.520002,1
1FN44K,(direct) / (none),1,2636.520002,1
1FN4VQ,(direct) / (none),1,2636.520002,1
1FM68Q,google / cpc,1,2636.519998,1
1FMAAP,google / cpc,1,2636.519998,1
1JBQ8W,google / cpc,1,2636.399999,1
1CWY16,google / cpc,1,2635.619998,1
1GUZKT,(direct) / (none),1,2634.930002,1
1EFYT7,google / organic,1,2633.67,1
1D9Q1U,(data not available),1,2632.719998,1
1968A7,google / organic,1,2631.700002,1
1G1BUJ,(direct) / (none),1,2631.160001,1
1EFWQG,google / cpc,1,2631.03,1
1FFFW1,google / cpc,1,2628.729997,1
1EQRPJ,whatsapp / bot,1,2628.440001,1
1F6PUA,google / cpc,1,2627.049998,1
1F6PXS,(direct) / (none),1,2627.049998,1
1FZ24J,google / organic,1,2626.190002,1
1AWUZN,whatsapp / bot,1,2624.419997,1
1FZRXP,google / cpc,1,2623.879999,1
1FQCZK,google / cpc,1,2622.899998,1
1ECFD2,google / cpc,1,2622.450001,1
1FPWJE,google / cpc,1,2622.279999,1
1GUPK8,google / cpc,1,2621.399998,1
1B5Y55,google / cpc,1,2620.040002,1
1GUJ6A,(direct) / (none),1,2619.959997,1
1CN976,google / cpc,1,2619.089999,1
19FYM0,google / cpc,1,2618.249998,1
19WA0J,(not set),1,2617.44,1
1DENUJ,google / cpc,1,2615.919998,1
18KH83,(direct) / (none),1,2615.839998,1
1G82YG,google / cpc,1,2614.919999,1
1CWGP2,google / cpc,1,2614.71,1
1FHPVJ,br.search.yahoo.com / referral,1,2614.319998,1
1FH9VW,google / cpc,1,2614.260002,1
1F2FUT,google / cpc,1,2614.180002,1
1EDB36,google / cpc,1,2613.539998,1
1EJKCU,whatsapp / bot,1,2612.710002,1
1EJKN0,google / cpc,1,2612.710002,1
1E06V3,bing / organic,1,2610.679999,1
1E7VUC,(direct) / (none),1,2610.180002,1
1H2V2X,(direct) / (none),1,2609.939998,1
1H2VKZ,(direct) / (none),1,2609.939998,1
1H2XJ0,(direct) / (none),1,2609.939998,1
1B5M8D,google / organic,1,2609.569999,1
18CA8R,(direct) / (none),1,2607.640002,1
1D27KF,google / cpc,1,2607.560002,1
1AKCR2,(not set),1,2607.380001,1
1AKCVJ,(not set),1,2607.380001,1
1FVMVS,google / cpc,1,2607.119998,1
1D8EFN,google / cpc,1,2605.889999,1
1EWUXY,google / cpc,1,2605.24,1
1K1XAR,insider / insite,1,2604.999999,1
1C13A6,google / cpc,1,2604.170002,1
1BN698,(direct) / (none),1,2603.960003,1
1FX5VR,google / cpc,1,2603.960002,1
19W1ZD,google / cpc,1,2603.900002,1
1EV3QP,google / cpc,1,2603.760001,1
1HQW80,br.search.yahoo.com / referral,1,2602.500002,1
19077F,pushnews / pushnotification,1,2601.750001,1
1FAZTV,google / cpc,1,2601.240001,1
1BFG75,google / cpc,1,2599.349998,1
1FQC6F,google / cpc,1,2599.249999,1
1HQ46X,google / cpc,1,2599.229998,1
1CY9NK,google / organic,1,2598.949998,1
1FWVTC,(direct) / (none),1,2598.809998,1
1CFJBQ,google / cpc,1,2597.969999,1
1EV4HD,google / cpc,1,2597.940002,1
1JDDXV,google / cpc,1,2597.460002,1
1DMKFN,google / cpc,1,2597.12,1
18KXXX,google / cpc,1,2596.68,1
1GADZ0,google / cpc,1,2595.96,1
1BN19K,google / cpc,1,2595.720001,1
1FABHJ,google / organic,1,2595.479999,1
1BVCFH,google / cpc,1,2594.32,1
1BYNKE,(direct) / (none),1,2594.000003,1
1GZ9QU,google / cpc,1,2593.980001,1
1BE7TA,whatsapp / bot,1,2592.7,1
1AZS6R,google / organic,1,2592.260001,1
1HH6F1,google / cpc,1,2591.880003,1
193KSD,google / cpc,1,2591.51,1
18NMMN,(direct) / (none),1,2589.419999,1
1F1UNB,google / cpc,1,2589.100001,1
1BJ1QK,google / cpc,1,2588.000001,1
1AQZ4F,(direct) / (none),1,2587.960002,1
1D875V,google / cpc,1,2587.039999,1
1BQGGN,google / cpc,1,2586.559998,1
1JP2SA,google / cpc,1,2586.420001,1
1J8T39,google / cpc,1,2585.910001,1
1GU8PB,(direct) / (none),1,2585.680003,1
1EAE2Z,google / cpc,1,2585.219998,1
1B7AD6,google / cpc,1,2585.120001,1
1FZ7H1,google / cpc,1,2584.800001,1
1F6D7M,google / organic,1,2584.799998,1
1G7HU1,google / cpc,1,2584.22,1
1CPECE,google / organic,1,2583.209999,1
1JJRP4,google / cpc,1,2583.000002,1
1GYEHA,(data not available),1,2582.24,1
1FK6Z4,google / cpc,1,2582.130001,1
1DX8G5,google / cpc,1,2581.809999,1
1F5YYA,google / organic,1,2581.760001,1
1FS4Y1,google / cpc,1,2581.41,1
1BDFVU,google / cpc,1,2581.199998,1
1HV14N,google / cpc,1,2581.169999,1
1FFZY9,google / cpc,1,2580.930001,1
1FNXGM,google / cpc,1,2580.870002,1
1B969H,google / cpc,1,2579.609998,1
1E72WF,bing / organic,1,2579.440001,1
